Loyalty#,Cust_ID,Income,Order Year,Quarter,MonthsAsMember,LoyaltyStatus,Product Line,Quantity Sold,Unit Sale Price,Unit Cost,Revenue,Customer Lifetime Value,Loyalty Count
968045,51313,29932,2019,Q4,48,Gold,Kitchen Appliances,7,498,423,"3,486",15503.72,1
164809,51314,64396,2019,Q4,27,Elite,Kitchen Appliances,7,125,106,875,16373.73,1
781187,51315,30857,2019,Q4,32,Elite,Kitchen Appliances,17,93,79,"1,581",6451.26,1
217451,51316,0,2019,Q4,62,Gold,Kitchen Appliances,5,301,256,"1,505",2249.87,1
770264,51317,53330,2019,Q4,49,Gold,Kitchen Appliances,7,793,674,"5,551",7651.1,1
567577,51318,23870,2019,Q4,43,Silver,Kitchen Appliances,5,118,100,590,3440.36,1
156305,51319,40870,2019,Q4,64,Silver,Kitchen Appliances,7,714,607,"4,998",12731.95,1
997485,51320,88043,2019,Q4,52,Silver,Kitchen Appliances,9,831,706,"7,479",4905.13,1
472325,51321,57933,2019,Q4,58,Gold,Kitchen Appliances,5,521,443,"2,605",4209.68,1
880205,51322,0,2019,Q4,32,Gold,Kitchen Appliances,15,655,557,"9,825",8026.05,1
612796,51323,31789,2019,Q4,47,Elite,Kitchen Appliances,7,278,236,"1,946",15663.66,1
171908,51324,42795,2019,Q4,61,Elite,Kitchen Appliances,11,150,128,"1,650",5813.24,1
461860,51325,16976,2019,Q4,40,Silver,Kitchen Appliances,5,240,204,"1,200",2631.88,1
811006,51326,13376,2019,Q4,63,Gold,Kitchen Appliances,11,476,405,"5,236",8221.87,1
618825,51327,25558,2019,Q4,40,Gold,Kitchen Appliances,5,536,456,"2,680",2515.26,1
302111,51328,10105,2019,Q4,51,VIP,Kitchen Appliances,9,191,162,"1,719",12819.1,1
790364,51329,34621,2019,Q4,40,Gold,Kitchen Appliances,19,168,143,"3,192",8595.67,1
811675,51330,59782,2019,Q4,39,Elite,Kitchen Appliances,21,884,751,"18,564",5626.57,1
381947,51331,32918,2019,Q4,52,Gold,Kitchen Appliances,9,644,547,"5,796",6631.67,1
232811,51332,49304,2019,Q4,41,Platinum,Kitchen Appliances,5,413,351,"2,065",2570.24,1
137744,51333,31710,2019,Q4,58,Gold,Kitchen Appliances,5,578,491,"2,890",2420.71,1
390297,51334,82753,2019,Q4,41,Elite,Kitchen Appliances,7,715,608,"5,005",13749.37,1
933957,51335,85756,2019,Q4,69,Silver,Kitchen Appliances,9,575,489,"5,175",4821.16,1
522306,51336,97658,2019,Q4,52,VIP,Kitchen Appliances,9,887,754,"7,983",6159.01,1
361978,51337,59253,2019,Q4,63,Gold,Kitchen Appliances,9,306,260,"2,754",7166.34,1
549662,51338,36349,2019,Q4,60,Elite,Kitchen Appliances,5,166,141,830,4479.6,1
289475,51339,66169,2019,Q4,40,Gold,Kitchen Appliances,5,863,734,"4,315",3790.19,1
429826,51340,0,2019,Q4,69,Platinum,Kitchen Appliances,7,563,479,"3,941",11885.97,1
221987,51341,10629,2019,Q4,64,Silver,Kitchen Appliances,19,614,522,"11,666",5274.2,1
798853,51342,99761,2019,Q4,65,Silver,Kitchen Appliances,9,156,133,"1,404",4996.55,1
361365,51343,25370,2019,Q4,43,Gold,Kitchen Appliances,9,830,706,"7,470",9384.65,1
682980,51344,78032,2019,Q4,69,Platinum,Kitchen Appliances,9,662,563,"5,958",8302.32,1
742810,51345,0,2019,Q4,45,Gold,Kitchen Appliances,5,345,293,"1,725",3798.32,1
148197,51346,23712,2019,Q4,44,Elite,Kitchen Appliances,5,641,545,"3,205",4281.06,1
210630,51347,0,2019,Q4,54,Gold,Kitchen Appliances,9,530,451,"4,770",4922.17,1
305150,51348,22568,2019,Q4,49,Gold,Kitchen Appliances,15,524,445,"7,860",6990.92,1
554551,51349,43836,2019,Q4,59,Gold,Kitchen Appliances,5,866,736,"4,330",2813.69,1
778393,51350,50250,2019,Q4,64,Gold,Kitchen Appliances,5,181,154,905,4633.45,1
817074,51351,37937,2019,Q4,70,Elite,Kitchen Appliances,13,521,443,"6,773",9095.05,1
589394,51352,80985,2019,Q4,42,Silver,Kitchen Appliances,5,175,149,875,2707.21,1
795512,51353,12454,2019,Q4,38,Elite,Kitchen Appliances,5,685,582,"3,425",3683.47,1
506817,51354,24224,2019,Q4,64,Silver,Kitchen Appliances,5,402,342,"2,010",2826.8,1
472921,51355,55338,2019,Q4,40,Gold,Kitchen Appliances,17,610,519,"10,370",9415.53,1
112130,51356,48268,2019,Q4,47,Platinum,Kitchen Appliances,7,575,489,"4,025",26346.09,1
337857,51357,93210,2019,Q4,51,Silver,Kitchen Appliances,7,351,298,"2,457",12846.45,1
400600,51358,31283,2019,Q4,43,Elite,Kitchen Appliances,7,118,100,826,12487.58,1
577467,51359,12495,2019,Q4,46,Silver,Kitchen Appliances,5,433,368,"2,165",2413.93,1
634856,51360,0,2019,Q4,40,Silver,Kitchen Appliances,13,65,55,845,4491.91,1
609320,51361,44368,2019,Q4,54,Gold,Kitchen Appliances,9,546,464,"4,914",6366.23,1
670572,51362,0,2019,Q4,53,Gold,Kitchen Appliances,7,722,614,"5,054",12252.6,1
805423,51363,52980,2019,Q4,61,Gold,Kitchen Appliances,5,220,187,"1,100",2549.08,1
246980,51364,0,2019,Q4,65,Silver,Kitchen Appliances,9,160,136,"1,440",4547.16,1
221737,51365,0,2019,Q4,53,Gold,Kitchen Appliances,21,123,105,"2,583",13668.36,1
451391,51366,40818,2019,Q4,53,Gold,Kitchen Appliances,15,792,673,"11,880",5267.85,1
137127,51367,71644,2019,Q4,33,Elite,Kitchen Appliances,7,197,167,"1,379",38410.6,1
403675,51368,71644,2019,Q4,58,Silver,Kitchen Appliances,7,784,666,"5,488",38410.6,1
102162,51369,51335,2019,Q4,58,Elite,Kitchen Appliances,21,506,430,"10,626",5745.96,1
176352,51370,53944,2019,Q4,31,Elite,Kitchen Appliances,7,322,274,"2,254",8583.85,1
481191,51371,0,2019,Q4,63,Gold,Kitchen Appliances,7,892,758,"6,244",11834.73,1
893937,51372,0,2019,Q4,57,Gold,Kitchen Appliances,5,820,697,"4,100",4896.26,1
941363,51373,0,2019,Q4,27,Silver,Kitchen Appliances,15,524,445,"7,860",5619.97,1
601626,51374,0,2019,Q4,49,Gold,Kitchen Appliances,17,535,455,"9,095",8500.12,1
882199,51375,0,2019,Q4,36,Gold,Kitchen Appliances,13,404,343,"5,252",5504.14,1
186456,51376,27048,2019,Q4,47,Gold,Kitchen Appliances,11,263,224,"2,893",5697.18,1
179085,51377,34062,2019,Q4,58,Silver,Kitchen Appliances,9,395,336,"3,555",7295.33,1
199632,51378,46546,2019,Q4,66,Platinum,Kitchen Appliances,7,265,225,"1,855",27890.06,1
241931,51379,93485,2019,Q4,49,Silver,Kitchen Appliances,7,271,230,"1,897",8663.55,1
790178,51380,77469,2019,Q4,65,Gold,Kitchen Appliances,7,354,301,"2,478",12883.12,1
251219,51381,63259,2019,Q4,45,Gold,Kitchen Appliances,17,283,241,"4,811",5233.99,1
177709,51382,0,2019,Q4,51,Elite,Kitchen Appliances,7,784,666,"5,488",36470.3,1
920326,51383,27071,2019,Q4,65,Gold,Kitchen Appliances,5,659,560,"3,295",7176.59,1
595747,51384,49564,2019,Q4,56,Gold,Kitchen Appliances,13,896,762,"11,648",8355.51,1
664054,51385,16061,2019,Q4,44,Elite,Kitchen Appliances,5,890,757,"4,450",3239.12,1
565739,51386,0,2019,Q4,66,Elite,Kitchen Appliances,17,479,407,"8,143",13045.37,1
741111,51387,36537,2019,Q4,58,Gold,Kitchen Appliances,7,443,377,"3,101",23515.85,1
573016,51388,0,2019,Q4,45,Elite,Kitchen Appliances,13,830,706,"10,790",5504.14,1
346062,51389,0,2019,Q4,47,Gold,Kitchen Appliances,7,288,245,"2,016",30745.96,1
583415,51390,92163,2019,Q4,43,Elite,Kitchen Appliances,15,668,568,"10,020",5923.12,1
683842,51391,37308,2019,Q4,63,Gold,Kitchen Appliances,5,395,336,"1,975",4601.91,1
141657,51392,0,2019,Q4,58,Silver,Kitchen Appliances,7,421,358,"2,947",11875.9,1
115930,51393,51066,2019,Q4,63,Gold,Kitchen Appliances,19,649,552,"12,331",5780.18,1
321356,51394,0,2019,Q4,27,Silver,Kitchen Appliances,5,164,139,820,2379.2,1
928391,51395,0,2019,Q4,29,Gold,Kitchen Appliances,13,278,236,"3,614",15700.28,1
825264,51396,66676,2019,Q4,39,Elite,Kitchen Appliances,5,498,423,"2,490",3919.37,1
366083,51397,22886,2019,Q4,64,Silver,Kitchen Appliances,9,703,598,"6,327",5096.67,1
583480,51398,69096,2019,Q4,43,Silver,Kitchen Appliances,7,892,758,"6,244",19955.26,1
105665,51399,0,2019,Q4,49,Gold,Kitchen Appliances,9,776,660,"6,984",7542.71,1
286641,51400,76374,2019,Q4,68,Silver,Kitchen Appliances,17,352,299,"5,984",4886.54,1
467361,51401,0,2019,Q4,43,Silver,Kitchen Appliances,7,125,106,875,23875.48,1
397065,51402,21514,2019,Q4,49,Silver,Kitchen Appliances,7,118,100,826,11981.98,1
666301,51403,58577,2019,Q4,55,Gold,Kitchen Appliances,5,476,405,"2,380",4428.03,1
798543,51404,40870,2019,Q4,62,Gold,Kitchen Appliances,7,88,75,616,12731.95,1
217421,51405,0,2019,Q4,66,Silver,Kitchen Appliances,7,490,417,"3,430",21561.71,1
732231,51406,61347,2019,Q4,62,Gold,Kitchen Appliances,7,384,326,"2,688",21101.21,1
837673,51407,23649,2019,Q4,41,Gold,Kitchen Appliances,15,329,280,"4,935",9706.38,1
154958,51408,18892,2019,Q4,38,Gold,Kitchen Appliances,13,293,249,"3,809",5575.2,1
567053,51409,0,2019,Q4,47,Elite,Kitchen Appliances,7,79,67,553,21423.64,1
392507,51410,92079,2019,Q4,37,Elite,Kitchen Appliances,7,446,379,"3,122",20708.26,1
947973,51411,92766,2019,Q4,57,Silver,Kitchen Appliances,7,100,85,700,20096.89,1
321388,51412,0,2019,Q4,51,Silver,Kitchen Appliances,7,851,723,"5,957",11360.46,1
362942,51413,73268,2019,Q4,43,Gold,Kitchen Appliances,5,326,277,"1,630",3387.2,1
865358,51414,78561,2019,Q4,57,Gold,Kitchen Appliances,5,553,470,"2,765",3020.42,1
560824,51415,57231,2019,Q4,63,Silver,Kitchen Appliances,5,766,651,"3,830",2601.81,1
999729,51416,0,2019,Q4,70,Elite,Kitchen Appliances,7,643,547,"4,501",6993.38,1
920106,51417,0,2019,Q4,44,Elite,Kitchen Appliances,5,500,425,"2,500",6758.81,1
342679,51418,0,2019,Q4,55,Silver,Kitchen Appliances,15,350,298,"5,250",4652.89,1
337650,51419,0,2019,Q4,58,Silver,Kitchen Appliances,5,854,726,"4,270",2827.56,1
458565,51420,57693,2019,Q4,66,Silver,Kitchen Appliances,9,708,602,"6,372",5979.72,1
781594,51421,13037,2019,Q4,52,Gold,Kitchen Appliances,5,131,111,655,4726.87,1
420126,51422,15144,2019,Q4,46,Silver,Kitchen Appliances,5,115,98,575,3515.83,1
204311,51423,46043,2019,Q4,68,Silver,Kitchen Appliances,17,65,55,"1,105",5551.59,1
128214,51424,37433,2019,Q4,49,Gold,Kitchen Appliances,7,99,84,693,10820,1
752307,51425,0,2019,Q4,42,VIP,Kitchen Appliances,19,432,367,"8,208",7952.84,1
621707,51426,75650,2019,Q4,34,Gold,Kitchen Appliances,19,885,752,"16,815",5709.36,1
160707,51427,93721,2019,Q4,35,Gold,Kitchen Appliances,15,535,455,"8,025",6520.82,1
259734,51428,60455,2019,Q4,49,Gold,Kitchen Appliances,7,385,327,"2,695",32450.39,1
324143,51429,15871,2019,Q4,53,Gold,Kitchen Appliances,11,333,283,"3,663",6838.77,1
800707,51430,0,2019,Q4,59,Silver,Kitchen Appliances,5,339,288,"1,695",2203.59,1
676359,51431,37534,2019,Q4,33,Silver,Kitchen Appliances,7,641,545,"4,487",13223.04,1
117725,51432,65870,2019,Q4,28,Gold,Kitchen Appliances,7,93,79,651,7286.79,1
188193,51433,23129,2019,Q4,51,Gold,Kitchen Appliances,7,391,332,"2,737",7880.34,1
131090,51434,52717,2019,Q4,56,Gold,Kitchen Appliances,19,560,476,"10,640",8679.84,1
231319,51435,52583,2019,Q4,50,Gold,Kitchen Appliances,17,360,306,"6,120",8879.79,1
373977,51436,73168,2019,Q4,43,Gold,Kitchen Appliances,9,63,54,567,5639.94,1
174767,51437,0,2019,Q4,27,Elite,Kitchen Appliances,5,525,446,"2,625",4135.78,1
518680,51438,43860,2019,Q4,49,Silver,Kitchen Appliances,5,664,564,"3,320",2514.59,1
657376,51439,72117,2019,Q4,52,Gold,Kitchen Appliances,7,865,735,"6,055",8364.56,1
820223,51440,25943,2019,Q4,40,Silver,Kitchen Appliances,5,160,136,800,4145.71,1
886299,51441,53231,2019,Q4,49,Elite,Kitchen Appliances,9,515,438,"4,635",8022.69,1
463832,51442,36108,2019,Q4,58,Silver,Kitchen Appliances,21,364,309,"7,644",9642.21,1
934714,51443,36631,2019,Q4,43,Elite,Kitchen Appliances,5,755,642,"3,775",2491.32,1
234474,51444,82477,2019,Q4,59,Elite,Kitchen Appliances,5,586,498,"2,930",3644.83,1
653970,51445,42045,2019,Q4,52,Silver,Kitchen Appliances,9,142,121,"1,278",8264.75,1
310431,51446,67186,2019,Q4,46,Silver,Kitchen Appliances,7,847,720,"5,929",7850.13,1
240989,51447,26806,2019,Q4,62,Gold,Kitchen Appliances,7,476,405,"3,332",7019.18,1
161367,51448,23241,2019,Q4,28,Gold,Kitchen Appliances,21,333,283,"6,993",5533.23,1
175842,51449,32653,2019,Q4,50,Gold,Kitchen Appliances,21,583,496,"12,243",5271.98,1
464962,51450,0,2019,Q4,65,Platinum,Kitchen Appliances,7,660,561,"4,620",23706.11,1
277829,51451,36259,2019,Q4,63,Gold,Kitchen Appliances,7,832,707,"5,824",7425.27,1
226923,51452,21159,2019,Q4,53,VIP,Kitchen Appliances,7,279,237,"1,953",19378.91,1
889090,51453,18608,2019,Q4,57,Gold,Kitchen Appliances,5,246,209,"1,230",2538.63,1
157300,51454,48091,2019,Q4,59,Elite,Kitchen Appliances,21,629,535,"13,209",8617.55,1
491883,51455,0,2019,Q4,53,VIP,Kitchen Appliances,5,504,428,"2,520",2554.19,1
842013,51456,0,2019,Q4,52,Gold,Kitchen Appliances,9,702,597,"6,318",4654.95,1
511365,51457,35124,2019,Q4,60,Silver,Kitchen Appliances,7,602,512,"4,214",21768.7,1
886803,51458,24948,2019,Q4,42,Gold,Kitchen Appliances,11,276,235,"3,036",5193.77,1
856865,51459,52198,2019,Q4,56,Elite,Kitchen Appliances,5,493,419,"2,465",2952.36,1
479911,51460,86355,2019,Q4,43,Elite,Kitchen Appliances,7,585,497,"4,095",14195.36,1
958234,51461,84581,2019,Q4,64,Silver,Kitchen Appliances,7,610,519,"4,270",15435.69,1
546772,51462,25151,2019,Q4,61,Elite,Kitchen Appliances,5,485,412,"2,425",2754.46,1
116658,51463,71269,2019,Q4,25,Silver,Kitchen Appliances,7,310,264,"2,170",9628.7,1
485149,51464,0,2019,Q4,40,Silver,Kitchen Appliances,5,706,600,"3,530",3297.9,1
461410,51465,0,2019,Q4,46,Elite,Kitchen Appliances,5,573,487,"2,865",2224.77,1
758315,51466,0,2019,Q4,30,Gold,Kitchen Appliances,5,433,368,"2,165",2821.45,1
907832,51467,28248,2019,Q4,59,Gold,Kitchen Appliances,5,459,390,"2,295",3536.43,1
860489,51468,0,2019,Q4,57,Elite,Kitchen Appliances,7,656,558,"4,592",40440.76,1
286883,51469,98132,2019,Q4,37,Elite,Kitchen Appliances,9,388,330,"3,492",5734.6,1
440677,51470,27362,2019,Q4,50,Elite,Kitchen Appliances,19,172,146,"3,268",11447.51,1
460043,51471,46061,2019,Q4,56,Silver,Kitchen Appliances,9,80,68,720,5245.68,1
682264,51472,0,2019,Q4,58,Elite,Kitchen Appliances,7,860,731,"6,020",9983.13,1
464986,51473,12430,2019,Q4,43,Elite,Kitchen Appliances,11,60,51,660,5169.5,1
532738,51474,0,2019,Q4,59,Silver,Kitchen Appliances,5,540,459,"2,700",2499.41,1
306616,51475,27083,2019,Q4,42,Elite,Kitchen Appliances,5,817,694,"4,085",2839.57,1
155179,51476,44368,2019,Q4,43,Silver,Kitchen Appliances,9,447,380,"4,023",6366.23,1
374764,51477,14973,2019,Q4,60,Silver,Kitchen Appliances,7,133,113,931,12168.74,1
144328,51478,0,2019,Q4,42,Platinum,Kitchen Appliances,5,139,118,695,7449.86,1
563524,51479,0,2019,Q4,43,Silver,Kitchen Appliances,11,576,490,"6,336",6265.34,1
570971,51480,43285,2019,Q4,56,Gold,Kitchen Appliances,5,746,634,"3,730",3142.74,1
859553,51481,66851,2019,Q4,61,Silver,Kitchen Appliances,7,483,411,"3,381",22056,1
622794,51482,48885,2019,Q4,63,Silver,Kitchen Appliances,21,616,524,"12,936",15284.33,1
294865,51483,0,2019,Q4,55,Gold,Kitchen Appliances,9,582,495,"5,238",7281.25,1
569191,51484,20090,2019,Q4,60,Platinum,Kitchen Appliances,7,680,578,"4,760",34611.38,1
652140,51485,96314,2019,Q4,57,Elite,Kitchen Appliances,5,565,480,"2,825",2735.47,1
356120,51486,0,2019,Q4,52,Gold,Kitchen Appliances,13,576,490,"7,488",5165.57,1
328678,51487,38157,2019,Q4,51,Elite,Kitchen Appliances,11,167,142,"1,837",4817.99,1
148612,51488,58414,2019,Q4,35,Gold,Kitchen Appliances,5,273,232,"1,365",7840.17,1
100337,51489,77693,2019,Q4,60,Silver,Kitchen Appliances,17,411,349,"6,987",5256.92,1
767534,51490,21829,2019,Q4,29,Gold,Kitchen Appliances,9,529,450,"4,761",8579.89,1
749029,51491,39910,2019,Q4,51,Elite,Kitchen Appliances,13,174,148,"2,262",8935.03,1
304701,51492,39854,2019,Q4,67,Elite,Kitchen Appliances,17,515,438,"8,755",5217.51,1
859508,51493,26050,2019,Q4,51,Gold,Kitchen Appliances,5,773,657,"3,865",3803.8,1
324342,51494,14909,2019,Q4,56,Platinum,Kitchen Appliances,15,789,671,"11,835",15096.27,1
855126,51495,92296,2019,Q4,52,Gold,Kitchen Appliances,5,374,318,"1,870",2759.98,1
924794,51496,55366,2019,Q4,62,Silver,Kitchen Appliances,11,512,435,"5,632",6545.8,1
458353,51497,88944,2019,Q4,48,Elite,Kitchen Appliances,5,115,98,575,2909.55,1
452431,51498,0,2019,Q4,57,Gold,Kitchen Appliances,7,315,268,"2,205",7498.82,1
770597,51499,35973,2019,Q4,60,Silver,Kitchen Appliances,7,331,281,"2,317",19259.84,1
491031,51500,0,2019,Q4,46,Platinum,Kitchen Appliances,17,66,56,"1,122",8160.69,1
343377,51501,21366,2019,Q4,36,Elite,Kitchen Appliances,9,488,415,"4,392",4920.49,1
117319,51502,0,2019,Q4,35,Elite,Kitchen Appliances,5,575,489,"2,875",4670.05,1
531532,51503,0,2019,Q4,56,Silver,Kitchen Appliances,5,193,164,965,2677.28,1
250465,51504,65247,2019,Q4,53,Gold,Kitchen Appliances,5,773,657,"3,865",2899.7,1
908322,51505,0,2019,Q4,50,Elite,Kitchen Appliances,21,460,391,"9,660",9657.58,1
618512,51506,47918,2019,Q4,45,Elite,Kitchen Appliances,5,563,479,"2,815",2476.48,1
256004,51507,75644,2019,Q4,56,Silver,Kitchen Appliances,21,158,134,"3,318",4974.8,1
225868,51508,26004,2019,Q4,60,Gold,Kitchen Appliances,5,660,561,"3,300",2805.1,1
954657,51509,16258,2019,Q4,56,Silver,Kitchen Appliances,5,588,500,"2,940",2410.11,1
838373,51510,33190,2019,Q4,33,Gold,Kitchen Appliances,7,587,499,"4,109",33473.35,1
277700,51511,46396,2019,Q4,43,Gold,Kitchen Appliances,7,598,508,"4,186",12244.9,1
787548,51512,79699,2019,Q4,52,Platinum,TV and Video Gaming,5,635,540,"3,175",2638.14,1
264145,51513,0,2019,Q4,46,VIP,TV and Video Gaming,9,209,178,"1,881",10025.92,1
387834,51514,62989,2019,Q4,53,VIP,TV and Video Gaming,7,706,600,"4,942",8395.27,1
611442,51515,25370,2019,Q4,53,Elite,TV and Video Gaming,7,633,538,"4,431",11638.9,1
684328,51516,58781,2019,Q4,47,Platinum,TV and Video Gaming,7,906,770,"6,342",12421.86,1
499422,51517,0,2019,Q4,65,Gold,TV and Video Gaming,9,122,104,"1,098",7663.87,1
352053,51518,89384,2019,Q4,36,Platinum,TV and Video Gaming,11,802,682,"8,822",22837.14,1
163992,51519,71210,2019,Q4,57,Platinum,TV and Video Gaming,7,408,347,"2,856",25807.06,1
679172,51520,97742,2019,Q4,59,Platinum,TV and Video Gaming,5,629,535,"3,145",5352.19,1
945833,51521,10738,2019,Q4,30,VIP,TV and Video Gaming,9,848,721,"7,632",6582.29,1
775297,51522,39815,2019,Q4,68,Platinum,TV and Video Gaming,7,135,115,945,7492.06,1
792742,51523,64008,2019,Q4,63,VIP,TV and Video Gaming,13,299,254,"3,887",5971,1
297840,51524,79253,2019,Q4,58,Platinum,TV and Video Gaming,5,711,604,"3,555",3034.8,1
276839,51525,71153,2019,Q4,42,Platinum,TV and Video Gaming,5,926,787,"4,630",4916.3,1
777012,51526,44299,2019,Q4,60,Elite,TV and Video Gaming,7,935,795,"6,545",38887.9,1
330950,51527,33321,2019,Q4,65,VIP,TV and Video Gaming,9,531,451,"4,779",8260.64,1
941064,51528,29958,2019,Q4,67,Platinum,TV and Video Gaming,5,177,150,885,3423.97,1
838027,51529,0,2019,Q4,68,Bronze,TV and Video Gaming,5,262,223,"1,310",3548.07,1
420309,51530,60880,2019,Q4,42,Platinum,TV and Video Gaming,7,537,456,"3,759",14435.67,1
710337,51531,16244,2019,Q4,70,VIP,TV and Video Gaming,5,818,695,"4,090",2523.96,1
506495,51532,0,2019,Q4,55,Gold,TV and Video Gaming,7,765,650,"5,355",9032.37,1
959311,51533,76763,2019,Q4,45,Elite,TV and Video Gaming,19,611,519,"11,609",8595.73,1
459951,51534,0,2019,Q4,51,Silver,TV and Video Gaming,7,135,115,945,6919.02,1
768173,51535,81182,2019,Q4,48,VIP,TV and Video Gaming,19,585,497,"11,115",5168.15,1
759778,51536,70911,2019,Q4,40,VIP,TV and Video Gaming,5,172,146,860,2386.2,1
229314,51537,74284,2019,Q4,38,Elite,TV and Video Gaming,9,504,428,"4,536",5994.26,1
985115,51538,46051,2019,Q4,34,VIP,TV and Video Gaming,5,433,368,"2,165",2489.34,1
245878,51539,38713,2019,Q4,49,Elite,TV and Video Gaming,15,186,158,"2,790",4834.71,1
540659,51540,42602,2019,Q4,36,VIP,TV and Video Gaming,9,"1,163",989,"10,467",6511.47,1
546097,51541,73054,2019,Q4,43,VIP,TV and Video Gaming,7,925,786,"6,475",12741.85,1
388126,51542,66685,2019,Q4,27,Platinum,TV and Video Gaming,7,183,156,"1,281",7995.44,1
969686,51543,79189,2019,Q4,49,Platinum,TV and Video Gaming,5,544,462,"2,720",3821.82,1
411809,51544,41837,2019,Q4,64,VIP,TV and Video Gaming,21,785,667,"16,485",6966.69,1
407334,51545,0,2019,Q4,34,Platinum,TV and Video Gaming,7,205,174,"1,435",7706.96,1
744675,51546,39426,2019,Q4,36,VIP,TV and Video Gaming,5,923,785,"4,615",4521.19,1
645895,51547,11612,2019,Q4,35,Gold,TV and Video Gaming,13,95,81,"1,235",5623.31,1
185229,51548,77026,2019,Q4,37,Platinum,TV and Video Gaming,9,539,458,"4,851",8798.8,1
630462,51549,47048,2019,Q4,37,Platinum,TV and Video Gaming,9,732,622,"6,588",9420.97,1
824307,51550,87840,2019,Q4,39,Elite,TV and Video Gaming,9,915,778,"8,235",9419.88,1
737658,51551,32390,2019,Q4,31,Platinum,TV and Video Gaming,19,"1,144",972,"21,736",6285.48,1
203759,51552,20472,2019,Q4,60,Platinum,TV and Video Gaming,5,506,430,"2,530",5408.89,1
963985,51553,0,2019,Q4,44,Bronze,TV and Video Gaming,5,389,331,"1,945",2933.96,1
430595,51554,85322,2019,Q4,38,Platinum,TV and Video Gaming,7,"1,004",853,"7,028",16265.59,1
386259,51555,68956,2019,Q4,48,Gold,TV and Video Gaming,7,992,843,"6,944",13432,1
494105,51556,31517,2019,Q4,39,Platinum,TV and Video Gaming,9,932,792,"8,388",6685.8,1
626068,51557,77094,2019,Q4,59,Gold,TV and Video Gaming,13,620,527,"8,060",13976.52,1
613804,51558,0,2019,Q4,39,VIP,TV and Video Gaming,5,805,684,"4,025",4620.39,1
517945,51559,0,2019,Q4,25,Platinum,TV and Video Gaming,7,390,332,"2,730",9392.56,1
513565,51560,78494,2019,Q4,63,Bronze,TV and Video Gaming,7,"1,194","1,015","8,358",22399.13,1
562501,51561,55542,2019,Q4,46,Platinum,TV and Video Gaming,13,454,386,"5,902",9206.43,1
857860,51562,85817,2019,Q4,37,Platinum,TV and Video Gaming,5,"1,015",863,"5,075",2916.38,1
234085,51563,59207,2019,Q4,65,Silver,TV and Video Gaming,7,272,231,"1,904",13770.98,1
187010,51564,0,2019,Q4,64,VIP,TV and Video Gaming,11,770,655,"8,470",4692.17,1
769304,51565,26334,2019,Q4,47,Platinum,TV and Video Gaming,7,754,641,"5,278",17086.75,1
344557,51566,0,2019,Q4,55,VIP,TV and Video Gaming,5,397,337,"1,985",2482.39,1
468315,51567,34398,2019,Q4,58,VIP,TV and Video Gaming,7,417,354,"2,919",9613.61,1
917346,51568,0,2019,Q4,52,Platinum,TV and Video Gaming,5,366,311,"1,830",2414.77,1
877242,51569,40531,2019,Q4,47,Platinum,TV and Video Gaming,21,"1,012",860,"21,252",5928.75,1
668510,51570,68717,2019,Q4,57,Gold,TV and Video Gaming,7,"1,117",949,"7,819",8383.68,1
796181,51571,96961,2019,Q4,50,Silver,TV and Video Gaming,7,310,264,"2,170",7743.92,1
498817,51572,0,2019,Q4,53,VIP,TV and Video Gaming,5,946,804,"4,730",2410.36,1
831672,51573,14606,2019,Q4,41,VIP,TV and Video Gaming,11,855,727,"9,405",4681.53,1
952021,51574,44368,2019,Q4,58,VIP,TV and Video Gaming,9,"1,021",868,"9,189",6366.23,1
758128,51575,0,2019,Q4,36,Platinum,TV and Video Gaming,17,479,407,"8,143",7912.13,1
205186,51576,0,2019,Q4,51,Silver,TV and Video Gaming,5,636,541,"3,180",2213.19,1
295578,51577,0,2019,Q4,61,Elite,TV and Video Gaming,5,594,505,"2,970",2272.31,1
259451,51578,67881,2019,Q4,64,Platinum,TV and Video Gaming,11,621,528,"6,831",6383.48,1
128883,51579,0,2019,Q4,64,Elite,TV and Video Gaming,5,157,133,785,3402.39,1
210933,51580,0,2019,Q4,64,VIP,TV and Video Gaming,15,996,847,"14,940",7573.35,1
284808,51581,0,2019,Q4,61,Elite,TV and Video Gaming,11,874,743,"9,614",4692.17,1
688382,51582,65167,2019,Q4,56,VIP,TV and Video Gaming,5,"1,158",984,"5,790",5213.37,1
600309,51583,85367,2019,Q4,52,Platinum,TV and Video Gaming,5,566,481,"2,830",3433.82,1
261468,51584,43811,2019,Q4,59,VIP,TV and Video Gaming,11,409,348,"4,499",9429.63,1
216606,51585,37384,2019,Q4,63,Silver,TV and Video Gaming,5,"1,135",965,"5,675",4014.45,1
686728,51586,66839,2019,Q4,63,Platinum,TV and Video Gaming,5,536,456,"2,680",5989.77,1
294638,51587,43543,2019,Q4,55,Platinum,TV and Video Gaming,19,842,716,"15,998",6008.18,1
214060,51588,0,2019,Q4,39,Bronze,TV and Video Gaming,5,667,567,"3,335",2504.44,1
202309,51589,67282,2019,Q4,41,Gold,TV and Video Gaming,5,"1,123",955,"5,615",2487.73,1
761482,51590,25785,2019,Q4,61,VIP,TV and Video Gaming,11,"1,093",929,"12,023",8596.57,1
959402,51591,61108,2019,Q4,52,Platinum,TV and Video Gaming,7,"1,092",928,"7,644",10484.92,1
